31349,Vireo,olivaceus,,Red-eyed Vireo,United States,"Michigan, St. Clair County",Song,A,0:49,unknown
483296,Vireo,olivaceus,,Red-eyed Vireo,United States,"Grayling Township (near  Grayling), Crawford County, Michigan",call,B,0:07,no
466952,Vireo,olivaceus,,Red-eyed Vireo,United States,"Trout Lake Township, Chippewa County, Michigan",song,B,1:22,yes
17176,Vireo,olivaceus,,Red-eyed Vireo,United States,"Michigan, Waterloo SRA",Song,B,0:33,unknown
466974,Perisoreus,canadensis,,Grey Jay,United States,"Trout Lake Township (near  Eckerman), Chippewa County, Michigan",call,B,0:28,yes
409011,Cyanocitta,cristata,,Blue Jay,United States,"Cobb Lake area, Norvell Township, Jackson County, Michigan",call,A,0:22,yes
390941,Cyanocitta,cristata,,Blue Jay,United States,"Cranberry Lake Park, Oakland County, Michigan","alarm call, call",A,0:12,yes
390940,Cyanocitta,cristata,,Blue Jay,United States,"Cranberry Lake Park, Oakland County, Michigan","alarm call, call",A,0:34,yes
388611,Cyanocitta,cristata,,Blue Jay,United States,"Stony Creek Metropark, Macomb County, Michigan",call,A,0:43,no
16897,Cyanocitta,cristata,,Blue Jay,United States,"Michigan, Stinchfield Woods",call,A,0:10,unknown
30892,Cyanocitta,cristata,,Blue Jay,United States,"Michigan, Waterloo SRA",call,B,0:53,unknown
30891,Cyanocitta,cristata,,Blue Jay,United States,"Michigan, Waterloo SRA",Call,B,0:29,unknown
409010,Corvus,brachyrhynchos,brachyrhynchos,American Crow,United States,"Cobb Lake area, Norvell Township, Jackson County, Michigan",call,A,1:07,yes
388685,Corvus,brachyrhynchos,,American Crow,United States,"Kinross Charter Township, Chippewa County, Michigan",call,A,0:10,no
388682,Corvus,brachyrhynchos,,American Crow,United States,"Kinross Charter Township, Chippewa County, Michigan",call,A,0:04,no
325096,Corvus,brachyrhynchos,,American Crow,United States,"Stony Creek Metropark, Macomb County, Michigan",call,A,0:06,yes
309641,Corvus,brachyrhynchos,,American Crow,United States,"Sault Ste. Marie, Chippewa County, Michigan",call,A,0:07,yes
304860,Corvus,brachyrhynchos,,American Crow,United States,"Bear Creek, Oakland County, Michigan",call,B,0:03,yes
16896,Corvus,brachyrhynchos,,American Crow,United States,"Michigan, Stinchfield Woods",call,B,0:25,unknown
11504,Corvus,brachyrhynchos,,American Crow,United States,"Michigan, Island Lake SRA",call,B,1:12,unknown
467305,Corvus,corax,,Northern Raven,United States,"Grayling Township (near  Grayling), Crawford County, Michigan","begging call, call, flight call",B,1:39,yes
467300,Corvus,corax,,Northern Raven,United States,"South Branch Township (near  Roscommon), Crawford County, Michigan",flight call,B,1:02,yes
467290,Corvus,corax,,Northern Raven,United States,"Gerrish Township (near  Roscommon), Roscommon County, Michigan",flight call,B,0:18,yes
388684,Corvus,corax,,Northern Raven,United States,"Kinross Charter Township, Chippewa County, Michigan","call, juvenile",B,0:32,no
388683,Corvus,corax,,Northern Raven,United States,"Kinross Charter Township, Chippewa County, Michigan",call,B,0:13,no
361006,Bombycilla,cedrorum,,Cedar Waxwing,United States,"Paint Creek Trail--Adams to Kern, Oakland County, Michigan",call,A,0:13,yes
313683,Bombycilla,cedrorum,,Cedar Waxwing,United States,"Paint Creek Trail--Gallagher to Gunn, Oakland County, Michigan",call,A,0:10,yes
142622,Bombycilla,cedrorum,,Cedar Waxwing,United States,"Union Bay Campground, Porcupine Mountains SP, Ontonagon, Michigan",call,A,0:48,yes
313682,Bombycilla,cedrorum,,Cedar Waxwing,United States,"Paint Creek Trail--Gallagher to Gunn, Oakland County, Michigan",call,B,0:13,yes
31159,Bombycilla,cedrorum,,Cedar Waxwing,United States,"Michigan, Port Huron SGA ",flight call,B,0:12,unknown
385825,Baeolophus,bicolor,,Tufted Titmouse,United States,"Michigan, Kensington Metropark",call,A,0:20,yes
385824,Baeolophus,bicolor,,Tufted Titmouse,United States,"Michigan, Kensington Metropark",call,A,0:11,yes
375008,Baeolophus,bicolor,,Tufted Titmouse,United States,"River Park Drive, Grayling, Crawford County, Michigan","call, song",A,1:28,yes
322769,Baeolophus,bicolor,,Tufted Titmouse,United States,"Clarkston Rd, Oakland County, Michigan",call,A,0:45,no
318897,Baeolophus,bicolor,,Tufted Titmouse,United States,"Draper Twin Lake Park, Oakland County, Michigan","burry song, call",A,0:31,no
311712,Baeolophus,bicolor,,Tufted Titmouse,United States,"Stony Creek Metropark, Macomb County, Michigan",call,A,0:31,yes
308401,Baeolophus,bicolor,,Tufted Titmouse,United States,"Draper Twin Lake Park, Oakland County, Michigan",call,A,0:18,yes
16871,Baeolophus,bicolor,,Tufted Titmouse,United States,"Michigan, Kensington Metropark",Call,A,0:26,unknown
390275,Baeolophus,bicolor,,Tufted Titmouse,United States,"Paint Creek Heritage Area - Wet Prairie, Oakland County, Michigan",song,B,0:14,no
390274,Baeolophus,bicolor,,Tufted Titmouse,United States,"Paint Creek Heritage Area - Wet Prairie, Oakland County, Michigan",song,B,0:31,no
390273,Baeolophus,bicolor,,Tufted Titmouse,United States,"Paint Creek Heritage Area - Wet Prairie, Oakland County, Michigan",song,B,0:14,no
